sample,source,proportion,percent,fit_distance
Mixed_Turkmen25_Tatar75,China_AmurRiver_N,0.30098296777682626,30.098296777682627,0.032451360036664906
Mixed_Turkmen25_Tatar75,Georgia_Kotias.SG,0.0,0.0,0.032451360036664906
Mixed_Turkmen25_Tatar75,Iran_Wezmeh_N.SG,0.13041241521030328,13.041241521030328,0.032451360036664906
Mixed_Turkmen25_Tatar75,Israel_Natufian,0.0,0.0,0.032451360036664906
Mixed_Turkmen25_Tatar75,Morocco_Iberomaurusian,0.007474214509285809,0.7474214509285809,0.032451360036664906
Mixed_Turkmen25_Tatar75,Russia_Karelia_HG,0.1541913967966605,15.41913967966605,0.032451360036664906
Mixed_Turkmen25_Tatar75,Russia_Samara_EBA_Yamnaya,0.21404543261802397,21.4045432618024,0.032451360036664906
Mixed_Turkmen25_Tatar75,Turkey_N,0.1928935730889001,19.28935730889001,0.032451360036664906
